,Mean Price,Median Price,Normalised Median House Price,Normalised Mean House Price,Crime Rate No Outlier
0,443428.571,460000,0.1541503363652545,0.1783455289594444,0.7817423540315107
1,163250.0,163250,0.02879173160098855,0.031129852412253505,0.33317886932344765
2,431016.667,416000,0.14859695316983515,0.1565174252759519,0.35032437442076003
3,991750.0,880500,0.39948247956398797,0.3869527471164579,0.649212233549583
4,469630.435,495500,0.16587367802389638,0.19595683988589854,0.6501390176088971
5,360812.5,401250,0.11718592700767543,0.14920004960932656,0.6394810009267841
6,1496727.273,1582500,0.6254214089939044,0.73521021952127,0.7947173308619091
7,290000.0,290000,0.08550271808778417,0.0940096738186779,0.3392029657089899
8,2127833.333,2075000,0.9077933793323252,0.9795361527967258,0.8804448563484708
9,655175.0,632500,0.24889076140388353,0.2639216172640456,0.41195551436515293
10,126300.0,135500,0.01225941640819093,0.017363264293687213,0.3215940685820204
11,245142.857,234500,0.06543255768928903,0.06647649758154534,0.556533827618165
12,592846.154,550000,0.2210033425222775,0.22299392285749722,0.6621872103799814
13,609903.846,567500,0.2286353625657325,0.2316755550043408,0.5027803521779426
14,583812.5,530250,0.21696146930791546,0.21319608086320227,0.5264133456904542
15,219000.0,221500,0.05373561717604856,0.06002728512960437,0.8271547729379054
16,1082357.143,1135000,0.4400222859725099,0.5132084831948406,0.5440222428174235
17,312764.706,310000,0.09568819291493902,0.10393153912935632,0.31974050046339203
18,630750.0,608750,0.23796243126629,0.25213940220761505,0.28962001853568115
19,195833.333,205000,0.0433702953679137,0.05184174624829468,0.5148285449490269
20,1512500.0,1477750,0.6324785049130911,0.6832444499565918,0.8086190917516218
21,212750.0,212750,0.05093921744790282,0.05568646905618256,0.36376274328081554
22,407125.0,421500,0.13790724899323537,0.15924593823638844,0.7622798887859128
23,368557.69200000004,368750,0.12065131145619329,0.13307701847947415,0.43790546802595
24,658142.8570000001,629000,0.25021865172515967,0.2621852908346769,0.3586654309545876
25,588964.286,552500,0.21926650178309384,0.224234156021332,0.5009267840593142
26,315833.333,279250,0.09706117014831192,0.08867667121418826,0.13948100092678417
27,487750.0,521250,0.17398080548631542,0.208731241473397,0.6788693234476366
28,838607.1429999999,850750,0.330962696574826,0.3721939724668238,0.6177015755329008
29,235833.333,269000,0.06126725362804644,0.08359171524246559,0.3480074142724746
30,559468.75,533500,0.20606949236678782,0.2148083839761875,0.4082483781278962
31,357333.333,335500,0.11562926434319963,0.11658191740047129,0.8331788693234476
32,922638.8890000001,890250,0.368560512842028,0.39178965645541364,0.701112140871177
33,782708.333,763500,0.3059522298407988,0.3289098350489892,0.5639481000926785
34,157125.0,161750,0.026051259867405724,0.030385712513952622,0.753012048192771
35,644136.364,695000,0.24395181121036355,0.2949274463599157,0.6835032437442076
36,1175277.778,1121000,0.48159720412501067,0.5062631774773657,0.8206672845227063
37,368250.0,365750,0.12051364268416885,0.13158873868287238,0.5398517145505097
38,866875.0,885000,0.3436104129956361,0.38918516681136056,0.4990732159406859
39,810300.0,819250,0.31829740265646084,0.3565670346025053,0.556533827618165
40,1674928.571,1375000,0.7051529387990914,0.6322708669229815,0.47265987025023176
41,523575.0,515000,0.1900097687280468,0.20563065856381,0.4054680259499536
42,269357.143,239000,0.07626660933531194,0.06870891727644797,0.0
43,448333.333,442500,0.15634484438500162,0.16966389681260077,0.058850787766450495
44,306500.0,262500,0.09288521337008894,0.0803671090164951,0.3480074142724746
45,1093800.0,1100000,0.44514209432515167,0.4958452189011534,0.6932344763670065
46,1080366.6670000001,1088500,0.43913169932526513,0.49014014634751335,0.6909175162187211
47,466250.0,477500,0.16436119042149408,0.18702716110628798,0.5319740500463392
48,856964.286,849250,0.33917612212598325,0.3714498325685229,0.6510658016682113
49,897693.548,795000,0.35739936967548347,0.3445367729133077,0.5162187210379982
50,490333.333,505000,0.175136650558141,0.2006697259084708,0.7636700648748842
51,389500.0,382000,0.13002140175986437,0.1396502542477986,0.8086190917516218
52,386666.667,380500,0.12875370069891295,0.1389061143494977,0.20111214087117704
53,858777.7779999999,815500,0.33998752189171033,0.35470668485675305,0.8359592215013901
54,224666.667,189000,0.05627101974537534,0.04390425399975195,0.31000926784059313
55,1792625.0,1776250,0.7578131407285832,0.8313282897184671,0.5542168674698795
56,231000.0,231000,0.05910470465408838,0.0647401711521766,0.5639481000926785
57,888750.0,888750,0.35339781204414616,0.3910455165571127,1.0
58,343208.333,328750,0.10930940095759026,0.11323328785811733,0.5481927710843374
59,183625.0,186750,0.03790799471474367,0.042788044152300635,0.5973123262279889
60,2333916.667,2116250,1.0,1.0,0.7696941612604263
61,345125.0,339500,0.11016696369002961,0.11856629046260697,0.7400370713623726
62,957142.8570000001,905000,0.3839984147196519,0.39910703212203896,0.6756255792400371
63,186200.0,225000,0.03906011140273971,0.061763611558973086,0.060240963855421686
64,285333.333,251500,0.0834147394749607,0.07491008309562197,0.6936978683966636
65,345750.0,345750,0.11044660366284419,0.12166687337219398,0.5064874884151993
66,343333.333,360000,0.10936532895215317,0.12873620240605232,0.417516218721038
67,267392.857,252500,0.07538774072148788,0.0754061763611559,0.4128822984244671
68,171250.0,171250,0.0323711232530151,0.03509859853652487,0.7581093605189991
69,1203562.5,1159500,0.49425246635084713,0.5253627682004217,0.7303058387395738
70,605166.667,590500,0.22651583519488808,0.24308570011162098,0.5375347544022243
71,389500.0,395000,0.13002140175986437,0.14609946669973956,0.5898980537534755
72,583350.0,565000,0.2167545357280327,0.23043532184050602,0.5004633920296572
73,1370272.727,1352500,0.5688426157047535,0.6211087684484683,0.5078776645041705
74,633351.351,642500,0.23912633802296385,0.2688825499193848,0.6144578313253013
75,98900.0,114500,0.0,0.006945305717474886,0.7205746061167747
